Event,ExecTime(ms),VectorSize
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.65,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.7231,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.22,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.983398,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7082.78,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.8318,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.28,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.980468,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.71,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.7472,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.27,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.980957,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.76,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.75288,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.31,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.980957,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.87,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.96776,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.23,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.980957,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7082.55,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.62264,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.26,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.979004,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7082.1,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.10502,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.28,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.980957,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.69,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.6577,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.33,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.980957,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.93,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.97913,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.28,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.97998,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.89,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.93414,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.28,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.979981,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.74,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.79815,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.24,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.983399,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.94,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.99673,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.25,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.98291,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7082.01,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.13524,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.2,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.979004,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.74,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.88352,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.18,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.981934,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.94,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.96917,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.27,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.98291,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7081.71,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.74764,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.29,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.97998,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7084.21,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.29102,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5949.25,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.980469,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1127.43,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.6,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.27461,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.3,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94727,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14159.9,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.49999,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.3,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.69115,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.2,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94824,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14159.9,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.48429,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.4,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94727,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.7,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.22335,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.4,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.95019,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.60462,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.3,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94727,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.1,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.69786,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.4,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14161.9,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.34348,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.4,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.4,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.90637,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.4,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94824,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.1,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.6023,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.4,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.5,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.85023,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.5,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94824,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14181.5,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,25.9748,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.5,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94824,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.3,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.58075,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14161,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.2609,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.9502,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.6,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.82895,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94727,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.9,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.19437,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.3,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.65374,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.4,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.62443,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.87,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.7,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.00414,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.95019,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14162.2,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.57268,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.8,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.17293,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94824,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.3,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.67518,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94824,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.7,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.87735,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.7,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.9502,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.40661,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.5,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.95019,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.7,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.06502,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.5,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14162.4,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.6749,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.5,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14161.2,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.47838,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.9502,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.1,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.53057,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.4,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.6,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.8588,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94824,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14160.7,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.94847,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11898.6,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.94922,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2254.86,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28317,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.70725,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.3,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88477,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28317.8,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.74664,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23797.1,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88476,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28316.7,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.95082,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.9,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28317.2,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.43624,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.8,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28316.9,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.15613,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.8,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28317.2,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.49606,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.8,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28316.9,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.19187,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.9,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88086,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28317.5,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.77922,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.9,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88086,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28319.8,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,9.41727,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.5,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28317.2,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.85193,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.4,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28317.3,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.57256,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.8,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88477,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28316.9,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.11372,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.9,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28317.3,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.47202,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.9,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28317.1,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.21232,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23797,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28318.5,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,7.69038,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.9,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88086,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28317.6,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.9397,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.7,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28316.6,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.0802,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.6,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28316.3,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.99101,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.5,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88281,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28316.6,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.23663,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.5,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,3.88086,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4509.72,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28316.8,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.4417,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23796.5,134217728,NVIDIA GeForce RTX 2080 Ti
