Event,ExecTime(ms),VectorSize
Enqueue Kernel Exec Time,1.01546,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004961,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.195136,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.53856,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.17485,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01811,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005632,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.194911,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.21799,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.89953,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01536,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005536,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.196384,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.36148,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.02312,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01558,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00464,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.19456,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.07587,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.64664,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01785,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008447,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.196512,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.31851,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.99654,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01418,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004448,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.196032,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.36366,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.99909,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01824,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00432,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.194561,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.48293,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.11729,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01821,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004671,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.194753,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.45448,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.0885,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01802,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004641,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.195168,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.06329,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.66507,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01709,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008352,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.196832,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.00296,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.68062,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01411,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004737,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.195487,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.01992,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.63888,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01482,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008192,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.196576,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.1038,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.78732,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01453,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004864,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.194689,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.23684,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.87658,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01786,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.196159,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.53738,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.17776,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01785,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004831,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.195297,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.20577,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.88199,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.01536,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006144,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.19456,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.31013,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.78397,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02506,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004672,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.386272,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.58464,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.02512,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02918,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.386432,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.50603,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.94637,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.0288,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006049,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.386911,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.41997,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.90134,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02547,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005952,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.387039,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.48553,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.96738,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02467,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00464,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.385632,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.01145,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.48831,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02483,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00496,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.387072,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.22908,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.66791,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02787,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006048,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.387072,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.27278,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.75032,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02384,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006144,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.387072,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.32909,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.8062,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02387,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00576,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.385856,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.14623,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.62232,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02496,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006241,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.385536,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.70651,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.14373,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02752,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005407,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.385503,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.10895,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.59088,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02547,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00496,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.385632,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.74069,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.17523,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02822,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004863,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.386593,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.30525,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.78871,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02435,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004352,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.385792,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.32632,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.80698,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.0239,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004897,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.386657,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.48541,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.96417,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02506,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005376,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.386977,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.91907,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.34719,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02902,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006559,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.387072,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.43792,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.91946,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02419,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00416,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.387072,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.42856,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.91234,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02477,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005695,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.386432,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.67246,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.11079,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.0288,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004352,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.386496,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.4764,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.95524,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02512,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005665,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.386431,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.56051,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.03898,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02525,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00496,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.385728,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.36568,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.8477,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02403,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004608,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.387071,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.46592,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.90037,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02899,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005951,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.385759,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.31096,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.78377,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02426,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00448,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.387072,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.2748,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.75226,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02522,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00592,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.387039,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.38239,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.856,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02419,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.38656,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.59634,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.02945,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.0287,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005984,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.385857,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.3211,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.80281,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02413,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004704,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.385441,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5.63122,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.1085,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.02531,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004927,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.38688,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.32062,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.39739,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04656,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004704,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768383,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.74189,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.81611,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04602,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00592,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768032,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.7283,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.80199,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04605,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005856,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.769089,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.04639,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.02129,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.0487,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008351,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.770048,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.83219,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.90781,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04486,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006017,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.9035,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.91164,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04922,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006144,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768673,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.45529,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.52992,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.0448,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005536,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.769377,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.75355,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.82953,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04522,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005536,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.769312,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.84509,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.92121,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04525,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004736,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768543,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.94433,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.95087,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04608,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008192,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.770273,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.59778,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.67233,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.0448,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00464,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768704,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,9.94095,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.01607,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.0449,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005536,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768063,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.78162,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.85028,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.0448,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004384,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.769377,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,9.06475,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.13956,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04499,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004641,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.769567,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.16344,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.17868,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04877,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006464,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.769633,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.85332,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.88785,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04774,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.005248,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.769153,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.58624,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.6645,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04611,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00512,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768191,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.79652,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.87279,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.0449,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004801,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768704,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.94118,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.93328,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04685,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.008192,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.770049,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.459,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.53648,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.0448,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004895,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768384,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.77543,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.85451,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04624,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004128,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.768,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.76978,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.84446,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04541,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004928,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.769471,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.93856,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.01698,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,4.04557,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.006112,16384,NVIDIA GeForce RTX 2080 Ti
