Event,ExecTime(ms),VectorSize,Device
Memory Setup Time,0.085069,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.60928,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.280473,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.05153,2048,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.200705,2048,NVIDIA A100 80GB PCIe
Total Exec Time,0.351354,4096,NVIDIA A100 80GB PCIe
Memory Setup Time,0.038656,4096,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.29184,4096,NVIDIA A100 80GB PCIe
Total Exec Time,0.453858,8192,NVIDIA A100 80GB PCIe
Memory Setup Time,0.04575,8192,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.387072,8192,NVIDIA A100 80GB PCIe
Total Exec Time,0.437222,16384,NVIDIA A100 80GB PCIe
Memory Setup Time,0.083033,16384,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.331776,16384,NVIDIA A100 80GB PCIe
Total Exec Time,0.591757,32768,NVIDIA A100 80GB PCIe
Memory Setup Time,0.15378,32768,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.41472,32768,NVIDIA A100 80GB PCIe
Total Exec Time,0.92094,65536,NVIDIA A100 80GB PCIe
Memory Setup Time,0.280449,65536,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.613377,65536,NVIDIA A100 80GB PCIe
Total Exec Time,1.46487,131072,NVIDIA A100 80GB PCIe
Memory Setup Time,0.540119,131072,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.894977,131072,NVIDIA A100 80GB PCIe
Total Exec Time,2.15468,262144,NVIDIA A100 80GB PCIe
Memory Setup Time,1.05608,262144,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.07008,262144,NVIDIA A100 80GB PCIe
Total Exec Time,4.43861,524288,NVIDIA A100 80GB PCIe
Memory Setup Time,2.05967,524288,NVIDIA A100 80GB PCIe
Kernel Exec Time,2.34906,524288,NVIDIA A100 80GB PCIe
Total Exec Time,8.45208,1048576,NVIDIA A100 80GB PCIe
Memory Setup Time,4.28091,1048576,NVIDIA A100 80GB PCIe
Kernel Exec Time,4.13389,1048576,NVIDIA A100 80GB PCIe
Total Exec Time,16.04,2097152,NVIDIA A100 80GB PCIe
Memory Setup Time,8.98958,2097152,NVIDIA A100 80GB PCIe
Kernel Exec Time,7.00109,2097152,NVIDIA A100 80GB PCIe
Total Exec Time,31.8682,4194304,NVIDIA A100 80GB PCIe
Memory Setup Time,18.2887,4194304,NVIDIA A100 80GB PCIe
Kernel Exec Time,13.525,4194304,NVIDIA A100 80GB PCIe
Total Exec Time,58.1069,8388608,NVIDIA A100 80GB PCIe
Memory Setup Time,37.4858,8388608,NVIDIA A100 80GB PCIe
Kernel Exec Time,20.565,8388608,NVIDIA A100 80GB PCIe
Total Exec Time,109.647,16777216,NVIDIA A100 80GB PCIe
Memory Setup Time,74.0523,16777216,NVIDIA A100 80GB PCIe
Kernel Exec Time,35.5389,16777216,NVIDIA A100 80GB PCIe
Total Exec Time,222.343,33554432,NVIDIA A100 80GB PCIe
Memory Setup Time,146.072,33554432,NVIDIA A100 80GB PCIe
Kernel Exec Time,76.2132,33554432,NVIDIA A100 80GB PCIe
Total Exec Time,427.647,67108864,NVIDIA A100 80GB PCIe
Memory Setup Time,294.63,67108864,NVIDIA A100 80GB PCIe
Kernel Exec Time,132.957,67108864,NVIDIA A100 80GB PCIe
Total Exec Time,847.396,134217728,NVIDIA A100 80GB PCIe
Memory Setup Time,592.411,134217728,NVIDIA A100 80GB PCIe
Kernel Exec Time,254.862,134217728,NVIDIA A100 80GB PCIe
Total Exec Time,1646.16,268435456,NVIDIA A100 80GB PCIe
Memory Setup Time,1169.09,268435456,NVIDIA A100 80GB PCIe
Kernel Exec Time,477.002,268435456,NVIDIA A100 80GB PCIe
Total Exec Time,3290.09,536870912,NVIDIA A100 80GB PCIe
Memory Setup Time,2352.45,536870912,NVIDIA A100 80GB PCIe
Kernel Exec Time,937.521,536870912,NVIDIA A100 80GB PCIe
Total Exec Time,2.36809,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,0.087245,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.570368,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.278577,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.049189,2048,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.199679,2048,NVIDIA A100 80GB PCIe
Total Exec Time,0.344704,4096,NVIDIA A100 80GB PCIe
Memory Setup Time,0.037553,4096,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.285696,4096,NVIDIA A100 80GB PCIe
Total Exec Time,0.455741,8192,NVIDIA A100 80GB PCIe
Memory Setup Time,0.045485,8192,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.389119,8192,NVIDIA A100 80GB PCIe
Total Exec Time,0.442204,16384,NVIDIA A100 80GB PCIe
Memory Setup Time,0.082493,16384,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.337919,16384,NVIDIA A100 80GB PCIe
Total Exec Time,0.576311,32768,NVIDIA A100 80GB PCIe
Memory Setup Time,0.147565,32768,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.405503,32768,NVIDIA A100 80GB PCIe
Total Exec Time,0.900883,65536,NVIDIA A100 80GB PCIe
Memory Setup Time,0.286392,65536,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.585728,65536,NVIDIA A100 80GB PCIe
Total Exec Time,1.43473,131072,NVIDIA A100 80GB PCIe
Memory Setup Time,0.53109,131072,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.876544,131072,NVIDIA A100 80GB PCIe
Total Exec Time,2.47871,262144,NVIDIA A100 80GB PCIe
Memory Setup Time,1.05206,262144,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.39776,262144,NVIDIA A100 80GB PCIe
Total Exec Time,4.18859,524288,NVIDIA A100 80GB PCIe
Memory Setup Time,2.0982,524288,NVIDIA A100 80GB PCIe
Kernel Exec Time,2.06029,524288,NVIDIA A100 80GB PCIe
Total Exec Time,7.44222,1048576,NVIDIA A100 80GB PCIe
Memory Setup Time,4.29083,1048576,NVIDIA A100 80GB PCIe
Kernel Exec Time,3.11501,1048576,NVIDIA A100 80GB PCIe
Total Exec Time,15.4213,2097152,NVIDIA A100 80GB PCIe
Memory Setup Time,8.51699,2097152,NVIDIA A100 80GB PCIe
Kernel Exec Time,6.85261,2097152,NVIDIA A100 80GB PCIe
Total Exec Time,33.2405,4194304,NVIDIA A100 80GB PCIe
Memory Setup Time,18.4755,4194304,NVIDIA A100 80GB PCIe
Kernel Exec Time,14.7057,4194304,NVIDIA A100 80GB PCIe
Total Exec Time,55.6599,8388608,NVIDIA A100 80GB PCIe
Memory Setup Time,36.1687,8388608,NVIDIA A100 80GB PCIe
Kernel Exec Time,19.4335,8388608,NVIDIA A100 80GB PCIe
Total Exec Time,114.148,16777216,NVIDIA A100 80GB PCIe
Memory Setup Time,73.9987,16777216,NVIDIA A100 80GB PCIe
Kernel Exec Time,40.0835,16777216,NVIDIA A100 80GB PCIe
Total Exec Time,214.292,33554432,NVIDIA A100 80GB PCIe
Memory Setup Time,146.494,33554432,NVIDIA A100 80GB PCIe
Kernel Exec Time,67.7355,33554432,NVIDIA A100 80GB PCIe
Total Exec Time,438.826,67108864,NVIDIA A100 80GB PCIe
Memory Setup Time,296.507,67108864,NVIDIA A100 80GB PCIe
Kernel Exec Time,142.256,67108864,NVIDIA A100 80GB PCIe
Total Exec Time,822.315,134217728,NVIDIA A100 80GB PCIe
Memory Setup Time,573.093,134217728,NVIDIA A100 80GB PCIe
Kernel Exec Time,249.109,134217728,NVIDIA A100 80GB PCIe
Total Exec Time,1613.57,268435456,NVIDIA A100 80GB PCIe
Memory Setup Time,1137.32,268435456,NVIDIA A100 80GB PCIe
Kernel Exec Time,476.185,268435456,NVIDIA A100 80GB PCIe
Total Exec Time,3240.33,536870912,NVIDIA A100 80GB PCIe
Memory Setup Time,2305.14,536870912,NVIDIA A100 80GB PCIe
Kernel Exec Time,935.053,536870912,NVIDIA A100 80GB PCIe
Total Exec Time,2.66519,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,0.086362,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.687104,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.293773,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.048156,2048,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.204801,2048,NVIDIA A100 80GB PCIe
Total Exec Time,0.38597,4096,NVIDIA A100 80GB PCIe
Memory Setup Time,0.037521,4096,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.319488,4096,NVIDIA A100 80GB PCIe
Total Exec Time,0.474711,8192,NVIDIA A100 80GB PCIe
Memory Setup Time,0.05224,8192,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.400385,8192,NVIDIA A100 80GB PCIe
Total Exec Time,0.454049,16384,NVIDIA A100 80GB PCIe
Memory Setup Time,0.093666,16384,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.338944,16384,NVIDIA A100 80GB PCIe
Total Exec Time,0.606704,32768,NVIDIA A100 80GB PCIe
Memory Setup Time,0.167402,32768,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.415745,32768,NVIDIA A100 80GB PCIe
Total Exec Time,0.893611,65536,NVIDIA A100 80GB PCIe
Memory Setup Time,0.274325,65536,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.592896,65536,NVIDIA A100 80GB PCIe
Total Exec Time,1.4931,131072,NVIDIA A100 80GB PCIe
Memory Setup Time,0.528054,131072,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.934911,131072,NVIDIA A100 80GB PCIe
Total Exec Time,2.46824,262144,NVIDIA A100 80GB PCIe
Memory Setup Time,1.09396,262144,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.34451,262144,NVIDIA A100 80GB PCIe
Total Exec Time,4.46026,524288,NVIDIA A100 80GB PCIe
Memory Setup Time,2.27271,524288,NVIDIA A100 80GB PCIe
Kernel Exec Time,2.15859,524288,NVIDIA A100 80GB PCIe
Total Exec Time,8.16818,1048576,NVIDIA A100 80GB PCIe
Memory Setup Time,4.4513,1048576,NVIDIA A100 80GB PCIe
Kernel Exec Time,3.67616,1048576,NVIDIA A100 80GB PCIe
Total Exec Time,17.1487,2097152,NVIDIA A100 80GB PCIe
Memory Setup Time,8.8792,2097152,NVIDIA A100 80GB PCIe
Kernel Exec Time,8.21965,2097152,NVIDIA A100 80GB PCIe
Total Exec Time,32.7124,4194304,NVIDIA A100 80GB PCIe
Memory Setup Time,18.6284,4194304,NVIDIA A100 80GB PCIe
Kernel Exec Time,14.0247,4194304,NVIDIA A100 80GB PCIe
Total Exec Time,57.6774,8388608,NVIDIA A100 80GB PCIe
Memory Setup Time,36.6143,8388608,NVIDIA A100 80GB PCIe
Kernel Exec Time,21.0002,8388608,NVIDIA A100 80GB PCIe
Total Exec Time,110.19,16777216,NVIDIA A100 80GB PCIe
Memory Setup Time,73.6195,16777216,NVIDIA A100 80GB PCIe
Kernel Exec Time,36.5107,16777216,NVIDIA A100 80GB PCIe
Total Exec Time,217.196,33554432,NVIDIA A100 80GB PCIe
Memory Setup Time,146.449,33554432,NVIDIA A100 80GB PCIe
Kernel Exec Time,70.6837,33554432,NVIDIA A100 80GB PCIe
Total Exec Time,424.141,67108864,NVIDIA A100 80GB PCIe
Memory Setup Time,289.123,67108864,NVIDIA A100 80GB PCIe
Kernel Exec Time,134.956,67108864,NVIDIA A100 80GB PCIe
Total Exec Time,807.135,134217728,NVIDIA A100 80GB PCIe
Memory Setup Time,575.695,134217728,NVIDIA A100 80GB PCIe
Kernel Exec Time,231.321,134217728,NVIDIA A100 80GB PCIe
Total Exec Time,1629.31,268435456,NVIDIA A100 80GB PCIe
Memory Setup Time,1143.68,268435456,NVIDIA A100 80GB PCIe
Kernel Exec Time,485.571,268435456,NVIDIA A100 80GB PCIe
Total Exec Time,3248.53,536870912,NVIDIA A100 80GB PCIe
Memory Setup Time,2304.97,536870912,NVIDIA A100 80GB PCIe
Kernel Exec Time,943.446,536870912,NVIDIA A100 80GB PCIe
Total Exec Time,2.81156,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,0.08683,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.664576,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.26977,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.04789,2048,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.194561,2048,NVIDIA A100 80GB PCIe
Total Exec Time,0.349937,4096,NVIDIA A100 80GB PCIe
Memory Setup Time,0.043617,4096,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.283648,4096,NVIDIA A100 80GB PCIe
Total Exec Time,0.460718,8192,NVIDIA A100 80GB PCIe
Memory Setup Time,0.045764,8192,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.393216,8192,NVIDIA A100 80GB PCIe
Total Exec Time,0.43519,16384,NVIDIA A100 80GB PCIe
Memory Setup Time,0.080206,16384,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.3328,16384,NVIDIA A100 80GB PCIe
Total Exec Time,0.583724,32768,NVIDIA A100 80GB PCIe
Memory Setup Time,0.148193,32768,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.411647,32768,NVIDIA A100 80GB PCIe
Total Exec Time,0.976513,65536,NVIDIA A100 80GB PCIe
Memory Setup Time,0.302666,65536,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.644096,65536,NVIDIA A100 80GB PCIe
Total Exec Time,1.49777,131072,NVIDIA A100 80GB PCIe
Memory Setup Time,0.570126,131072,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.899072,131072,NVIDIA A100 80GB PCIe
Total Exec Time,2.4483,262144,NVIDIA A100 80GB PCIe
Memory Setup Time,1.00878,262144,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.4121,262144,NVIDIA A100 80GB PCIe
Total Exec Time,4.40473,524288,NVIDIA A100 80GB PCIe
Memory Setup Time,2.16816,524288,NVIDIA A100 80GB PCIe
Kernel Exec Time,2.20467,524288,NVIDIA A100 80GB PCIe
Total Exec Time,7.77084,1048576,NVIDIA A100 80GB PCIe
Memory Setup Time,4.31126,1048576,NVIDIA A100 80GB PCIe
Kernel Exec Time,3.4263,1048576,NVIDIA A100 80GB PCIe
Total Exec Time,15.4773,2097152,NVIDIA A100 80GB PCIe
Memory Setup Time,8.72813,2097152,NVIDIA A100 80GB PCIe
Kernel Exec Time,6.70515,2097152,NVIDIA A100 80GB PCIe
Total Exec Time,33.1693,4194304,NVIDIA A100 80GB PCIe
Memory Setup Time,18.6093,4194304,NVIDIA A100 80GB PCIe
Kernel Exec Time,14.5009,4194304,NVIDIA A100 80GB PCIe
Total Exec Time,57.8959,8388608,NVIDIA A100 80GB PCIe
Memory Setup Time,36.7885,8388608,NVIDIA A100 80GB PCIe
Kernel Exec Time,21.0504,8388608,NVIDIA A100 80GB PCIe
Total Exec Time,111.825,16777216,NVIDIA A100 80GB PCIe
Memory Setup Time,75.4744,16777216,NVIDIA A100 80GB PCIe
Kernel Exec Time,36.2926,16777216,NVIDIA A100 80GB PCIe
Total Exec Time,218.95,33554432,NVIDIA A100 80GB PCIe
Memory Setup Time,146.12,33554432,NVIDIA A100 80GB PCIe
Kernel Exec Time,72.7705,33554432,NVIDIA A100 80GB PCIe
Total Exec Time,420.667,67108864,NVIDIA A100 80GB PCIe
Memory Setup Time,291.129,67108864,NVIDIA A100 80GB PCIe
Kernel Exec Time,129.461,67108864,NVIDIA A100 80GB PCIe
Total Exec Time,823.657,134217728,NVIDIA A100 80GB PCIe
Memory Setup Time,577.513,134217728,NVIDIA A100 80GB PCIe
Kernel Exec Time,246.028,134217728,NVIDIA A100 80GB PCIe
Total Exec Time,1681.91,268435456,NVIDIA A100 80GB PCIe
Memory Setup Time,1164.27,268435456,NVIDIA A100 80GB PCIe
Kernel Exec Time,517.582,268435456,NVIDIA A100 80GB PCIe
Total Exec Time,3325.55,536870912,NVIDIA A100 80GB PCIe
Memory Setup Time,2336.21,536870912,NVIDIA A100 80GB PCIe
Kernel Exec Time,989.223,536870912,NVIDIA A100 80GB PCIe
Total Exec Time,2.67273,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,0.082631,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.596992,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.256238,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.049854,2048,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.1792,2048,NVIDIA A100 80GB PCIe
Total Exec Time,0.331578,4096,NVIDIA A100 80GB PCIe
Memory Setup Time,0.043132,4096,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.266241,4096,NVIDIA A100 80GB PCIe
Total Exec Time,0.427091,8192,NVIDIA A100 80GB PCIe
Memory Setup Time,0.052408,8192,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.353279,8192,NVIDIA A100 80GB PCIe
Total Exec Time,0.428159,16384,NVIDIA A100 80GB PCIe
Memory Setup Time,0.09155,16384,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.314369,16384,NVIDIA A100 80GB PCIe
Total Exec Time,0.57759,32768,NVIDIA A100 80GB PCIe
Memory Setup Time,0.167071,32768,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.387072,32768,NVIDIA A100 80GB PCIe
Total Exec Time,0.949415,65536,NVIDIA A100 80GB PCIe
Memory Setup Time,0.306387,65536,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.615423,65536,NVIDIA A100 80GB PCIe
Total Exec Time,1.43353,131072,NVIDIA A100 80GB PCIe
Memory Setup Time,0.587101,131072,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.818176,131072,NVIDIA A100 80GB PCIe
Total Exec Time,2.56112,262144,NVIDIA A100 80GB PCIe
Memory Setup Time,1.15376,262144,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.3783,262144,NVIDIA A100 80GB PCIe
Total Exec Time,4.37718,524288,NVIDIA A100 80GB PCIe
Memory Setup Time,2.20868,524288,NVIDIA A100 80GB PCIe
Kernel Exec Time,2.13811,524288,NVIDIA A100 80GB PCIe
Total Exec Time,7.99775,1048576,NVIDIA A100 80GB PCIe
Memory Setup Time,4.57246,1048576,NVIDIA A100 80GB PCIe
Kernel Exec Time,3.38842,1048576,NVIDIA A100 80GB PCIe
Total Exec Time,16.6676,2097152,NVIDIA A100 80GB PCIe
Memory Setup Time,9.28333,2097152,NVIDIA A100 80GB PCIe
Kernel Exec Time,7.33184,2097152,NVIDIA A100 80GB PCIe
Total Exec Time,33.3549,4194304,NVIDIA A100 80GB PCIe
Memory Setup Time,19.8328,4194304,NVIDIA A100 80GB PCIe
Kernel Exec Time,13.4677,4194304,NVIDIA A100 80GB PCIe
Total Exec Time,63.3558,8388608,NVIDIA A100 80GB PCIe
Memory Setup Time,40.5818,8388608,NVIDIA A100 80GB PCIe
Kernel Exec Time,22.7164,8388608,NVIDIA A100 80GB PCIe
Total Exec Time,117.721,16777216,NVIDIA A100 80GB PCIe
Memory Setup Time,79.0601,16777216,NVIDIA A100 80GB PCIe
Kernel Exec Time,38.6038,16777216,NVIDIA A100 80GB PCIe
Total Exec Time,224.733,33554432,NVIDIA A100 80GB PCIe
Memory Setup Time,152.356,33554432,NVIDIA A100 80GB PCIe
Kernel Exec Time,72.318,33554432,NVIDIA A100 80GB PCIe
Total Exec Time,415.679,67108864,NVIDIA A100 80GB PCIe
Memory Setup Time,290.498,67108864,NVIDIA A100 80GB PCIe
Kernel Exec Time,125.126,67108864,NVIDIA A100 80GB PCIe
Total Exec Time,839.341,134217728,NVIDIA A100 80GB PCIe
Memory Setup Time,586.274,134217728,NVIDIA A100 80GB PCIe
Kernel Exec Time,252.944,134217728,NVIDIA A100 80GB PCIe
Total Exec Time,1655.92,268435456,NVIDIA A100 80GB PCIe
Memory Setup Time,1157.08,268435456,NVIDIA A100 80GB PCIe
Kernel Exec Time,498.78,268435456,NVIDIA A100 80GB PCIe
Total Exec Time,3274.62,536870912,NVIDIA A100 80GB PCIe
Memory Setup Time,2283.15,536870912,NVIDIA A100 80GB PCIe
Kernel Exec Time,991.334,536870912,NVIDIA A100 80GB PCIe
Total Exec Time,2.61153,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,0.09446,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.590848,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.222876,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.048503,2048,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.146431,2048,NVIDIA A100 80GB PCIe
Total Exec Time,0.266951,4096,NVIDIA A100 80GB PCIe
Memory Setup Time,0.037381,4096,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.207871,4096,NVIDIA A100 80GB PCIe
Total Exec Time,0.351607,8192,NVIDIA A100 80GB PCIe
Memory Setup Time,0.045566,8192,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.284671,8192,NVIDIA A100 80GB PCIe
Total Exec Time,0.363234,16384,NVIDIA A100 80GB PCIe
Memory Setup Time,0.092042,16384,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.247808,16384,NVIDIA A100 80GB PCIe
Total Exec Time,0.499757,32768,NVIDIA A100 80GB PCIe
Memory Setup Time,0.167714,32768,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.3072,32768,NVIDIA A100 80GB PCIe
Total Exec Time,0.744856,65536,NVIDIA A100 80GB PCIe
Memory Setup Time,0.274886,65536,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.441343,65536,NVIDIA A100 80GB PCIe
Total Exec Time,1.4344,131072,NVIDIA A100 80GB PCIe
Memory Setup Time,0.530618,131072,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.876544,131072,NVIDIA A100 80GB PCIe
Total Exec Time,2.26959,262144,NVIDIA A100 80GB PCIe
Memory Setup Time,1.07589,262144,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.16429,262144,NVIDIA A100 80GB PCIe
Total Exec Time,4.17139,524288,NVIDIA A100 80GB PCIe
Memory Setup Time,2.09549,524288,NVIDIA A100 80GB PCIe
Kernel Exec Time,2.04493,524288,NVIDIA A100 80GB PCIe
Total Exec Time,7.80044,1048576,NVIDIA A100 80GB PCIe
Memory Setup Time,4.25503,1048576,NVIDIA A100 80GB PCIe
Kernel Exec Time,3.51334,1048576,NVIDIA A100 80GB PCIe
Total Exec Time,13.5748,2097152,NVIDIA A100 80GB PCIe
Memory Setup Time,8.3117,2097152,NVIDIA A100 80GB PCIe
Kernel Exec Time,5.21319,2097152,NVIDIA A100 80GB PCIe
Total Exec Time,33.6366,4194304,NVIDIA A100 80GB PCIe
Memory Setup Time,17.858,4194304,NVIDIA A100 80GB PCIe
Kernel Exec Time,15.7133,4194304,NVIDIA A100 80GB PCIe
Total Exec Time,57.9959,8388608,NVIDIA A100 80GB PCIe
Memory Setup Time,36.9568,8388608,NVIDIA A100 80GB PCIe
Kernel Exec Time,20.9746,8388608,NVIDIA A100 80GB PCIe
Total Exec Time,115.355,16777216,NVIDIA A100 80GB PCIe
Memory Setup Time,74.2797,16777216,NVIDIA A100 80GB PCIe
Kernel Exec Time,41.0153,16777216,NVIDIA A100 80GB PCIe
Total Exec Time,220.608,33554432,NVIDIA A100 80GB PCIe
Memory Setup Time,147.145,33554432,NVIDIA A100 80GB PCIe
Kernel Exec Time,73.4023,33554432,NVIDIA A100 80GB PCIe
Total Exec Time,420.595,67108864,NVIDIA A100 80GB PCIe
Memory Setup Time,289.227,67108864,NVIDIA A100 80GB PCIe
Kernel Exec Time,131.307,67108864,NVIDIA A100 80GB PCIe
Total Exec Time,824.58,134217728,NVIDIA A100 80GB PCIe
Memory Setup Time,574.892,134217728,NVIDIA A100 80GB PCIe
Kernel Exec Time,249.565,134217728,NVIDIA A100 80GB PCIe
Total Exec Time,1649.52,268435456,NVIDIA A100 80GB PCIe
Memory Setup Time,1156.21,268435456,NVIDIA A100 80GB PCIe
Kernel Exec Time,493.243,268435456,NVIDIA A100 80GB PCIe
Total Exec Time,3229.27,536870912,NVIDIA A100 80GB PCIe
Memory Setup Time,2285.93,536870912,NVIDIA A100 80GB PCIe
Kernel Exec Time,943.2,536870912,NVIDIA A100 80GB PCIe
Total Exec Time,3.18633,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,0.08412,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.668671,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.276257,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.057968,2048,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.192512,2048,NVIDIA A100 80GB PCIe
Total Exec Time,0.356797,4096,NVIDIA A100 80GB PCIe
Memory Setup Time,0.03803,4096,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.29696,4096,NVIDIA A100 80GB PCIe
Total Exec Time,0.45907,8192,NVIDIA A100 80GB PCIe
Memory Setup Time,0.045498,8192,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.392192,8192,NVIDIA A100 80GB PCIe
Total Exec Time,0.435776,16384,NVIDIA A100 80GB PCIe
Memory Setup Time,0.081317,16384,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.3328,16384,NVIDIA A100 80GB PCIe
Total Exec Time,0.57621,32768,NVIDIA A100 80GB PCIe
Memory Setup Time,0.148163,32768,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.405503,32768,NVIDIA A100 80GB PCIe
Total Exec Time,0.900461,65536,NVIDIA A100 80GB PCIe
Memory Setup Time,0.270552,65536,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.600063,65536,NVIDIA A100 80GB PCIe
Total Exec Time,1.4613,131072,NVIDIA A100 80GB PCIe
Memory Setup Time,0.524702,131072,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.909311,131072,NVIDIA A100 80GB PCIe
Total Exec Time,2.46837,262144,NVIDIA A100 80GB PCIe
Memory Setup Time,1.02582,262144,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.41414,262144,NVIDIA A100 80GB PCIe
Total Exec Time,4.21676,524288,NVIDIA A100 80GB PCIe
Memory Setup Time,2.01001,524288,NVIDIA A100 80GB PCIe
Kernel Exec Time,2.17702,524288,NVIDIA A100 80GB PCIe
Total Exec Time,7.39275,1048576,NVIDIA A100 80GB PCIe
Memory Setup Time,3.96723,1048576,NVIDIA A100 80GB PCIe
Kernel Exec Time,3.39354,1048576,NVIDIA A100 80GB PCIe
Total Exec Time,15.636,2097152,NVIDIA A100 80GB PCIe
Memory Setup Time,8.21289,2097152,NVIDIA A100 80GB PCIe
Kernel Exec Time,7.37997,2097152,NVIDIA A100 80GB PCIe
Total Exec Time,31.4093,4194304,NVIDIA A100 80GB PCIe
Memory Setup Time,17.5732,4194304,NVIDIA A100 80GB PCIe
Kernel Exec Time,13.7748,4194304,NVIDIA A100 80GB PCIe
Total Exec Time,56.3644,8388608,NVIDIA A100 80GB PCIe
Memory Setup Time,36.3707,8388608,NVIDIA A100 80GB PCIe
Kernel Exec Time,19.9291,8388608,NVIDIA A100 80GB PCIe
Total Exec Time,109.447,16777216,NVIDIA A100 80GB PCIe
Memory Setup Time,73.3626,16777216,NVIDIA A100 80GB PCIe
Kernel Exec Time,36.0233,16777216,NVIDIA A100 80GB PCIe
Total Exec Time,218.543,33554432,NVIDIA A100 80GB PCIe
Memory Setup Time,146.529,33554432,NVIDIA A100 80GB PCIe
Kernel Exec Time,71.9554,33554432,NVIDIA A100 80GB PCIe
