Event,ExecTime(ms),VectorSize,WorkGroupSize
Kernel Exec Time,0.356256,524288,256
Total Exec Time,3.26981,524288,256
Memory Setup Time,2.86899,524288,256
Kernel Exec Time,0.356448,524288,256
Total Exec Time,3.30686,524288,256
Memory Setup Time,2.90652,524288,256
Kernel Exec Time,0.356704,524288,256
Total Exec Time,3.40026,524288,256
Memory Setup Time,2.99988,524288,256
Kernel Exec Time,0.357857,524288,256
Total Exec Time,3.22606,524288,256
Memory Setup Time,2.82473,524288,256
Kernel Exec Time,0.35744,524288,256
Total Exec Time,3.236,524288,256
Memory Setup Time,2.83655,524288,256
Kernel Exec Time,0.356544,524288,256
Total Exec Time,3.12825,524288,256
Memory Setup Time,2.72402,524288,256
Kernel Exec Time,0.356704,524288,256
Total Exec Time,3.35681,524288,256
Memory Setup Time,2.95729,524288,256
Kernel Exec Time,0.356351,524288,256
Total Exec Time,3.44096,524288,256
Memory Setup Time,3.04088,524288,256
Kernel Exec Time,0.357377,524288,256
Total Exec Time,3.26449,524288,256
Memory Setup Time,2.86396,524288,256
Kernel Exec Time,0.356352,524288,256
Total Exec Time,3.30626,524288,256
Memory Setup Time,2.90043,524288,256
Kernel Exec Time,0.356256,524288,256
Total Exec Time,3.29835,524288,256
Memory Setup Time,2.89729,524288,256
Kernel Exec Time,0.356353,524288,256
Total Exec Time,3.32156,524288,256
Memory Setup Time,2.92241,524288,256
Kernel Exec Time,0.356351,524288,256
Total Exec Time,3.17872,524288,256
Memory Setup Time,2.77821,524288,256
Kernel Exec Time,0.356319,524288,256
Total Exec Time,3.27404,524288,256
Memory Setup Time,2.8748,524288,256
Kernel Exec Time,0.356353,524288,256
Total Exec Time,3.40532,524288,256
Memory Setup Time,2.99826,524288,256
Kernel Exec Time,0.356351,524288,256
Total Exec Time,3.29818,524288,256
Memory Setup Time,2.8976,524288,256
Kernel Exec Time,0.356416,524288,256
Total Exec Time,3.34212,524288,256
Memory Setup Time,2.94244,524288,256
Kernel Exec Time,0.355072,524288,256
Total Exec Time,3.38976,524288,256
Memory Setup Time,2.99028,524288,256
Kernel Exec Time,0.356097,524288,256
Total Exec Time,3.68046,1048576,256
Memory Setup Time,2.92536,1048576,256
Kernel Exec Time,0.704511,1048576,256
Total Exec Time,3.64486,1048576,256
Memory Setup Time,2.89903,1048576,256
Kernel Exec Time,0.701152,1048576,256
Total Exec Time,3.66309,1048576,256
Memory Setup Time,2.91705,1048576,256
Kernel Exec Time,0.702463,1048576,256
Total Exec Time,3.70056,1048576,256
Memory Setup Time,2.95473,1048576,256
Kernel Exec Time,0.702561,1048576,256
Total Exec Time,3.69777,1048576,256
Memory Setup Time,2.95296,1048576,256
Kernel Exec Time,0.701888,1048576,256
Total Exec Time,3.7061,1048576,256
Memory Setup Time,2.96202,1048576,256
Kernel Exec Time,0.701664,1048576,256
Total Exec Time,3.70663,1048576,256
Memory Setup Time,2.96206,1048576,256
Kernel Exec Time,0.701119,1048576,256
Total Exec Time,3.5801,1048576,256
Memory Setup Time,2.8348,1048576,256
Kernel Exec Time,0.702463,1048576,256
Total Exec Time,3.65325,1048576,256
Memory Setup Time,2.90339,1048576,256
Kernel Exec Time,0.702463,1048576,256
Total Exec Time,3.61023,1048576,256
Memory Setup Time,2.8642,1048576,256
Kernel Exec Time,0.702656,1048576,256
Total Exec Time,3.97043,1048576,256
Memory Setup Time,3.18822,1048576,256
Kernel Exec Time,0.70592,1048576,256
Total Exec Time,3.7561,1048576,256
Memory Setup Time,3.00872,1048576,256
Kernel Exec Time,0.702496,1048576,256
Total Exec Time,3.80352,1048576,256
Memory Setup Time,3.05804,1048576,256
Kernel Exec Time,0.701184,1048576,256
Total Exec Time,3.91823,1048576,256
Memory Setup Time,3.17269,1048576,256
Kernel Exec Time,0.701121,1048576,256
Total Exec Time,3.66525,1048576,256
Memory Setup Time,2.91767,1048576,256
Kernel Exec Time,0.702784,1048576,256
Total Exec Time,3.77525,1048576,256
Memory Setup Time,3.02964,1048576,256
Kernel Exec Time,0.70224,1048576,256
Total Exec Time,3.67533,1048576,256
Memory Setup Time,2.92915,1048576,256
Kernel Exec Time,0.702463,1048576,256
Total Exec Time,3.73854,1048576,256
Memory Setup Time,2.99038,1048576,256
Kernel Exec Time,0.702463,1048576,256
Total Exec Time,3.71136,1048576,256
Memory Setup Time,2.96592,1048576,256
Kernel Exec Time,0.701248,1048576,256
Total Exec Time,3.87891,1048576,256
Memory Setup Time,3.13183,1048576,256
Kernel Exec Time,0.702464,1048576,256
Total Exec Time,3.75547,1048576,256
Memory Setup Time,3.0093,1048576,256
Kernel Exec Time,0.702465,1048576,256
Total Exec Time,4.24654,1048576,256
Memory Setup Time,3.50099,1048576,256
Kernel Exec Time,0.701055,1048576,256
Total Exec Time,3.68224,1048576,256
Memory Setup Time,2.93595,1048576,256
Kernel Exec Time,0.702465,1048576,256
Total Exec Time,4.14104,1048576,256
Memory Setup Time,3.39317,1048576,256
Kernel Exec Time,0.703072,1048576,256
Total Exec Time,21.8066,1048576,256
Memory Setup Time,21.0611,1048576,256
Kernel Exec Time,0.701952,1048576,256
Total Exec Time,3.885,1048576,256
Memory Setup Time,3.13938,1048576,256
Kernel Exec Time,0.700993,1048576,256
Total Exec Time,7.75164,1048576,256
Memory Setup Time,7.00548,1048576,256
Kernel Exec Time,0.702528,1048576,256
Total Exec Time,3.67135,1048576,256
Memory Setup Time,2.92643,1048576,256
Kernel Exec Time,0.70208,1048576,256
Total Exec Time,3.78977,1048576,256
Memory Setup Time,3.0379,1048576,256
Kernel Exec Time,0.701696,1048576,256
Total Exec Time,3.73771,1048576,256
Memory Setup Time,2.98805,1048576,256
Kernel Exec Time,0.703041,1048576,256
Total Exec Time,4.47214,2097152,256
Memory Setup Time,3.07117,2097152,256
Kernel Exec Time,1.35654,2097152,256
Total Exec Time,4.41483,2097152,256
Memory Setup Time,3.01521,2097152,256
Kernel Exec Time,1.35578,2097152,256
Total Exec Time,4.49724,2097152,256
Memory Setup Time,3.09728,2097152,256
Kernel Exec Time,1.35574,2097152,256
Total Exec Time,4.36819,2097152,256
Memory Setup Time,2.96892,2097152,256
Kernel Exec Time,1.35578,2097152,256
Total Exec Time,4.46037,2097152,256
Memory Setup Time,3.05749,2097152,256
Kernel Exec Time,1.35677,2097152,256
Total Exec Time,4.44029,2097152,256
Memory Setup Time,3.03761,2097152,256
Kernel Exec Time,1.35606,2097152,256
Total Exec Time,4.19959,2097152,256
Memory Setup Time,2.79645,2097152,256
Kernel Exec Time,1.35578,2097152,256
Total Exec Time,4.45772,2097152,256
Memory Setup Time,3.05838,2097152,256
Kernel Exec Time,1.35577,2097152,256
Total Exec Time,4.40671,2097152,256
Memory Setup Time,3.00628,2097152,256
Kernel Exec Time,1.35577,2097152,256
Total Exec Time,4.38492,2097152,256
Memory Setup Time,2.98445,2097152,256
Kernel Exec Time,1.35629,2097152,256
Total Exec Time,4.42145,2097152,256
Memory Setup Time,3.02115,2097152,256
Kernel Exec Time,1.35658,2097152,256
Total Exec Time,4.37888,2097152,256
Memory Setup Time,2.97805,2097152,256
Kernel Exec Time,1.35645,2097152,256
Total Exec Time,4.48111,2097152,256
Memory Setup Time,3.07493,2097152,256
Kernel Exec Time,1.35811,2097152,256
Total Exec Time,4.37388,2097152,256
Memory Setup Time,2.97099,2097152,256
Kernel Exec Time,1.35744,2097152,256
Total Exec Time,4.47984,2097152,256
Memory Setup Time,3.07952,2097152,256
Kernel Exec Time,1.35722,2097152,256
Total Exec Time,4.48502,2097152,256
Memory Setup Time,3.0846,2097152,256
Kernel Exec Time,1.35712,2097152,256
Total Exec Time,4.53922,2097152,256
Memory Setup Time,3.13871,2097152,256
Kernel Exec Time,1.35578,2097152,256
Total Exec Time,4.32909,2097152,256
Memory Setup Time,2.92679,2097152,256
Kernel Exec Time,1.35725,2097152,256
Total Exec Time,4.37685,2097152,256
Memory Setup Time,2.97817,2097152,256
Kernel Exec Time,1.35565,2097152,256
Total Exec Time,4.39126,2097152,256
Memory Setup Time,2.98755,2097152,256
Kernel Exec Time,1.35834,2097152,256
Total Exec Time,4.39947,2097152,256
Memory Setup Time,2.99897,2097152,256
Kernel Exec Time,1.35786,2097152,256
Total Exec Time,4.38016,2097152,256
Memory Setup Time,2.97562,2097152,256
Kernel Exec Time,1.35782,2097152,256
Total Exec Time,4.35002,2097152,256
Memory Setup Time,2.94262,2097152,256
Kernel Exec Time,1.36032,2097152,256
Total Exec Time,4.38943,2097152,256
Memory Setup Time,2.98817,2097152,256
Kernel Exec Time,1.35642,2097152,256
Total Exec Time,4.46769,2097152,256
Memory Setup Time,3.06852,2097152,256
Kernel Exec Time,1.35584,2097152,256
Total Exec Time,4.46872,2097152,256
Memory Setup Time,3.06604,2097152,256
Kernel Exec Time,1.35782,2097152,256
Total Exec Time,4.49218,2097152,256
Memory Setup Time,3.09154,2097152,256
Kernel Exec Time,1.35741,2097152,256
Total Exec Time,4.49729,2097152,256
Memory Setup Time,3.09698,2097152,256
Kernel Exec Time,1.35702,2097152,256
Total Exec Time,4.4902,2097152,256
Memory Setup Time,3.09043,2097152,256
Kernel Exec Time,1.35546,2097152,256
Total Exec Time,4.332,2097152,256
Memory Setup Time,2.92674,2097152,256
Kernel Exec Time,1.35782,2097152,256
Total Exec Time,5.75812,4194304,256
Memory Setup Time,3.02936,4194304,256
Kernel Exec Time,2.68579,4194304,256
Total Exec Time,6.61914,4194304,256
Memory Setup Time,3.88632,4194304,256
Kernel Exec Time,2.6889,4194304,256
Total Exec Time,5.86359,4194304,256
Memory Setup Time,3.12899,4194304,256
Kernel Exec Time,2.69097,4194304,256
Total Exec Time,5.8894,4194304,256
Memory Setup Time,3.15833,4194304,256
Kernel Exec Time,2.68697,4194304,256
Total Exec Time,5.85303,4194304,256
Memory Setup Time,3.12493,4194304,256
Kernel Exec Time,2.68218,4194304,256
Total Exec Time,5.71768,4194304,256
Memory Setup Time,2.98467,4194304,256
Kernel Exec Time,2.68643,4194304,256
Total Exec Time,5.77919,4194304,256
Memory Setup Time,3.04741,4194304,256
Kernel Exec Time,2.6879,4194304,256
Total Exec Time,5.80992,4194304,256
Memory Setup Time,3.07965,4194304,256
Kernel Exec Time,2.68739,4194304,256
Total Exec Time,5.85409,4194304,256
Memory Setup Time,3.1241,4194304,256
Kernel Exec Time,2.68589,4194304,256
Total Exec Time,6.07497,4194304,256
Memory Setup Time,3.34522,4194304,256
Kernel Exec Time,2.68675,4194304,256
Total Exec Time,5.95826,4194304,256
Memory Setup Time,3.22649,4194304,256
Kernel Exec Time,2.68688,4194304,256
Total Exec Time,5.92085,4194304,256
Memory Setup Time,3.18962,4194304,256
Kernel Exec Time,2.68566,4194304,256
Total Exec Time,5.71075,4194304,256
Memory Setup Time,2.97814,4194304,256
Kernel Exec Time,2.68902,4194304,256
Total Exec Time,5.78701,4194304,256
Memory Setup Time,3.05311,4194304,256
Kernel Exec Time,2.68951,4194304,256
Total Exec Time,5.79767,4194304,256
Memory Setup Time,3.06465,4194304,256
Kernel Exec Time,2.69053,4194304,256
Total Exec Time,5.83585,4194304,256
Memory Setup Time,3.10059,4194304,256
Kernel Exec Time,2.69094,4194304,256
Total Exec Time,5.95202,4194304,256
Memory Setup Time,3.22192,4194304,256
Kernel Exec Time,2.68528,4194304,256
Total Exec Time,6.05186,4194304,256
Memory Setup Time,3.31616,4194304,256
Kernel Exec Time,2.68902,4194304,256
Total Exec Time,5.82307,4194304,256
Memory Setup Time,3.08964,4194304,256
Kernel Exec Time,2.68896,4194304,256
Total Exec Time,5.85072,4194304,256
Memory Setup Time,3.11612,4194304,256
Kernel Exec Time,2.69082,4194304,256
Total Exec Time,5.95795,4194304,256
Memory Setup Time,3.22207,4194304,256
Kernel Exec Time,2.68794,4194304,256
Total Exec Time,6.84663,4194304,256
Memory Setup Time,4.11347,4194304,256
Kernel Exec Time,2.68825,4194304,256
Total Exec Time,8.59497,4194304,256
Memory Setup Time,5.864,4194304,256
Kernel Exec Time,2.68698,4194304,256
Total Exec Time,25.3997,4194304,256
Memory Setup Time,22.6541,4194304,256
Kernel Exec Time,2.69018,4194304,256
Total Exec Time,5.96635,4194304,256
Memory Setup Time,3.2361,4194304,256
Kernel Exec Time,2.68611,4194304,256
Total Exec Time,5.85619,4194304,256
Memory Setup Time,3.12692,4194304,256
Kernel Exec Time,2.68538,4194304,256
Total Exec Time,5.67169,4194304,256
Memory Setup Time,2.93549,4194304,256
Kernel Exec Time,2.69107,4194304,256
Total Exec Time,5.77781,4194304,256
Memory Setup Time,3.04585,4194304,256
Kernel Exec Time,2.68483,4194304,256
Total Exec Time,5.86454,4194304,256
Memory Setup Time,3.13007,4194304,256
Kernel Exec Time,2.68285,4194304,256
Total Exec Time,5.89141,4194304,256
Memory Setup Time,3.15817,4194304,256
Kernel Exec Time,2.69014,4194304,256
Total Exec Time,8.69488,8388608,256
Memory Setup Time,3.29624,8388608,256
Kernel Exec Time,5.35552,8388608,256
Total Exec Time,8.66388,8388608,256
Memory Setup Time,3.2634,8388608,256
Kernel Exec Time,5.35584,8388608,256
Total Exec Time,8.68152,8388608,256
Memory Setup Time,3.27961,8388608,256
Kernel Exec Time,5.35914,8388608,256
Total Exec Time,8.6336,8388608,256
Memory Setup Time,3.23235,8388608,256
Kernel Exec Time,5.35757,8388608,256
Total Exec Time,8.62294,8388608,256
Memory Setup Time,3.22306,8388608,256
Kernel Exec Time,5.35674,8388608,256
Total Exec Time,9.74498,8388608,256
Memory Setup Time,4.34004,8388608,256
Kernel Exec Time,5.35962,8388608,256
Total Exec Time,8.84322,8388608,256
Memory Setup Time,3.44006,8388608,256
Kernel Exec Time,5.35783,8388608,256
Total Exec Time,8.82792,8388608,256
Memory Setup Time,3.4262,8388608,256
Kernel Exec Time,5.35699,8388608,256
Total Exec Time,8.91864,8388608,256
Memory Setup Time,3.517,8388608,256
Kernel Exec Time,5.35696,8388608,256
Total Exec Time,8.72259,8388608,256
Memory Setup Time,3.31726,8388608,256
Kernel Exec Time,5.35939,8388608,256
Total Exec Time,8.72202,8388608,256
Memory Setup Time,3.32387,8388608,256
Kernel Exec Time,5.35552,8388608,256
Total Exec Time,8.61342,8388608,256
Memory Setup Time,3.20958,8388608,256
Kernel Exec Time,5.35869,8388608,256
Total Exec Time,8.53838,8388608,256
Memory Setup Time,3.13845,8388608,256
Kernel Exec Time,5.35616,8388608,256
Total Exec Time,8.81687,8388608,256
Memory Setup Time,3.41493,8388608,256
Kernel Exec Time,5.35786,8388608,256
Total Exec Time,8.62982,8388608,256
Memory Setup Time,3.22178,8388608,256
Kernel Exec Time,5.35757,8388608,256
Total Exec Time,8.81155,8388608,256
Memory Setup Time,3.40883,8388608,256
Kernel Exec Time,5.3591,8388608,256
Total Exec Time,8.64249,8388608,256
Memory Setup Time,3.23828,8388608,256
Kernel Exec Time,5.3576,8388608,256
Total Exec Time,8.6725,8388608,256
Memory Setup Time,3.26566,8388608,256
Kernel Exec Time,5.35962,8388608,256
Total Exec Time,8.46688,8388608,256
Memory Setup Time,3.06654,8388608,256
Kernel Exec Time,5.35632,8388608,256
Total Exec Time,8.51226,8388608,256
Memory Setup Time,3.11028,8388608,256
Kernel Exec Time,5.35962,8388608,256
Total Exec Time,8.90859,8388608,256
Memory Setup Time,3.50857,8388608,256
Kernel Exec Time,5.35529,8388608,256
Total Exec Time,8.82877,8388608,256
Memory Setup Time,3.41929,8388608,256
Kernel Exec Time,5.3592,8388608,256
Total Exec Time,8.78412,8388608,256
Memory Setup Time,3.38188,8388608,256
Kernel Exec Time,5.35904,8388608,256
Total Exec Time,8.6437,8388608,256
Memory Setup Time,3.23881,8388608,256
Kernel Exec Time,5.35914,8388608,256
Total Exec Time,9.68929,8388608,256
Memory Setup Time,4.28419,8388608,256
Kernel Exec Time,5.35949,8388608,256
Total Exec Time,8.63914,8388608,256
Memory Setup Time,3.23845,8388608,256
Kernel Exec Time,5.35811,8388608,256
Total Exec Time,8.59576,8388608,256
Memory Setup Time,3.19425,8388608,256
Kernel Exec Time,5.35757,8388608,256
Total Exec Time,8.85203,8388608,256
Memory Setup Time,3.44542,8388608,256
Kernel Exec Time,5.36138,8388608,256
Total Exec Time,8.75525,8388608,256
Memory Setup Time,3.34979,8388608,256
Kernel Exec Time,5.35961,8388608,256
Total Exec Time,8.73184,8388608,256
Memory Setup Time,3.32702,8388608,256
Kernel Exec Time,5.35962,8388608,256
Total Exec Time,14.2904,16777216,256
Memory Setup Time,3.55644,16777216,256
Kernel Exec Time,10.6905,16777216,256
Total Exec Time,14.4606,16777216,256
Memory Setup Time,3.72924,16777216,256
Kernel Exec Time,10.688,16777216,256
Total Exec Time,14.6375,16777216,256
Memory Setup Time,3.90546,16777216,256
Kernel Exec Time,10.6859,16777216,256
Total Exec Time,14.6445,16777216,256
Memory Setup Time,3.91383,16777216,256
Kernel Exec Time,10.6865,16777216,256
Total Exec Time,14.4712,16777216,256
Memory Setup Time,3.73462,16777216,256
Kernel Exec Time,10.6902,16777216,256
Total Exec Time,14.4575,16777216,256
Memory Setup Time,3.72015,16777216,256
Kernel Exec Time,10.694,16777216,256
Total Exec Time,14.3812,16777216,256
Memory Setup Time,3.64952,16777216,256
Kernel Exec Time,10.6885,16777216,256
Total Exec Time,14.5558,16777216,256
Memory Setup Time,3.81571,16777216,256
Kernel Exec Time,10.6937,16777216,256
Total Exec Time,14.4587,16777216,256
Memory Setup Time,3.72323,16777216,256
Kernel Exec Time,10.6906,16777216,256
Total Exec Time,14.5241,16777216,256
Memory Setup Time,3.777,16777216,256
Kernel Exec Time,10.6926,16777216,256
Total Exec Time,14.4665,16777216,256
Memory Setup Time,3.734,16777216,256
Kernel Exec Time,10.6849,16777216,256
Total Exec Time,14.4678,16777216,256
Memory Setup Time,3.7294,16777216,256
Kernel Exec Time,10.6922,16777216,256
Total Exec Time,14.5614,16777216,256
Memory Setup Time,3.83095,16777216,256
Kernel Exec Time,10.6865,16777216,256
Total Exec Time,14.5372,16777216,256
Memory Setup Time,3.80733,16777216,256
Kernel Exec Time,10.6865,16777216,256
Total Exec Time,14.3731,16777216,256
Memory Setup Time,3.63993,16777216,256
Kernel Exec Time,10.6899,16777216,256
Total Exec Time,14.4476,16777216,256
Memory Setup Time,3.71501,16777216,256
Kernel Exec Time,10.689,16777216,256
Total Exec Time,14.5296,16777216,256
Memory Setup Time,3.79625,16777216,256
Kernel Exec Time,10.6905,16777216,256
Total Exec Time,15.4167,16777216,256
Memory Setup Time,4.68325,16777216,256
Kernel Exec Time,10.6895,16777216,256
Total Exec Time,14.56,16777216,256
Memory Setup Time,3.81819,16777216,256
Kernel Exec Time,10.6965,16777216,256
Total Exec Time,14.4885,16777216,256
Memory Setup Time,3.74446,16777216,256
Kernel Exec Time,10.6902,16777216,256
Total Exec Time,14.4664,16777216,256
Memory Setup Time,3.73499,16777216,256
Kernel Exec Time,10.6864,16777216,256
Total Exec Time,15.0438,16777216,256
Memory Setup Time,4.31794,16777216,256
Kernel Exec Time,10.6825,16777216,256
Total Exec Time,17.051,16777216,256
Memory Setup Time,6.3151,16777216,256
Kernel Exec Time,10.6885,16777216,256
Total Exec Time,32.22,16777216,256
Memory Setup Time,21.4839,16777216,256
Kernel Exec Time,10.6893,16777216,256
Total Exec Time,14.4237,16777216,256
Memory Setup Time,3.69288,16777216,256
Kernel Exec Time,10.6868,16777216,256
Total Exec Time,14.4221,16777216,256
Memory Setup Time,3.68615,16777216,256
Kernel Exec Time,10.6919,16777216,256
Total Exec Time,14.6273,16777216,256
Memory Setup Time,3.89658,16777216,256
Kernel Exec Time,10.6865,16777216,256
Total Exec Time,14.5899,16777216,256
Memory Setup Time,3.85413,16777216,256
Kernel Exec Time,10.6885,16777216,256
Total Exec Time,14.461,16777216,256
Memory Setup Time,3.72729,16777216,256
Kernel Exec Time,10.6865,16777216,256
Total Exec Time,14.2678,16777216,256
Memory Setup Time,3.5324,16777216,256
Kernel Exec Time,10.6924,16777216,256
Total Exec Time,25.9084,33554432,256
Memory Setup Time,4.52873,33554432,256
Kernel Exec Time,21.332,33554432,256
Total Exec Time,27.126,33554432,256
Memory Setup Time,5.73858,33554432,256
Kernel Exec Time,21.3414,33554432,256
Total Exec Time,27.0688,33554432,256
Memory Setup Time,5.6794,33554432,256
Kernel Exec Time,21.3428,33554432,256
Total Exec Time,25.7094,33554432,256
Memory Setup Time,4.32648,33554432,256
Kernel Exec Time,21.3356,33554432,256
Total Exec Time,25.786,33554432,256
Memory Setup Time,4.4007,33554432,256
Kernel Exec Time,21.3404,33554432,256
Total Exec Time,25.875,33554432,256
Memory Setup Time,4.4853,33554432,256
Kernel Exec Time,21.3402,33554432,256
Total Exec Time,25.9057,33554432,256
Memory Setup Time,4.51661,33554432,256
Kernel Exec Time,21.3435,33554432,256
Total Exec Time,26.0641,33554432,256
Memory Setup Time,4.66493,33554432,256
Kernel Exec Time,21.3531,33554432,256
Total Exec Time,25.9662,33554432,256
Memory Setup Time,4.56357,33554432,256
Kernel Exec Time,21.3563,33554432,256
Total Exec Time,25.8591,33554432,256
Memory Setup Time,4.45811,33554432,256
Kernel Exec Time,21.3474,33554432,256
Total Exec Time,25.8166,33554432,256
Memory Setup Time,4.41669,33554432,256
Kernel Exec Time,21.3533,33554432,256
Total Exec Time,25.8526,33554432,256
Memory Setup Time,4.46096,33554432,256
Kernel Exec Time,21.3458,33554432,256
Total Exec Time,25.9292,33554432,256
Memory Setup Time,4.53352,33554432,256
Kernel Exec Time,21.3504,33554432,256
Total Exec Time,26.0152,33554432,256
Memory Setup Time,4.61739,33554432,256
Kernel Exec Time,21.3515,33554432,256
Total Exec Time,25.807,33554432,256
Memory Setup Time,4.40437,33554432,256
Kernel Exec Time,21.3503,33554432,256
Total Exec Time,25.901,33554432,256
Memory Setup Time,4.5051,33554432,256
Kernel Exec Time,21.3486,33554432,256
Total Exec Time,25.9112,33554432,256
Memory Setup Time,4.51811,33554432,256
Kernel Exec Time,21.3478,33554432,256
Total Exec Time,26.1438,33554432,256
Memory Setup Time,4.75397,33554432,256
Kernel Exec Time,21.3443,33554432,256
Total Exec Time,26.0135,33554432,256
Memory Setup Time,4.62427,33554432,256
Kernel Exec Time,21.3443,33554432,256
Total Exec Time,25.9213,33554432,256
Memory Setup Time,4.52463,33554432,256
Kernel Exec Time,21.3517,33554432,256
Total Exec Time,25.9421,33554432,256
Memory Setup Time,4.54976,33554432,256
Kernel Exec Time,21.3471,33554432,256
Total Exec Time,25.8542,33554432,256
Memory Setup Time,4.46203,33554432,256
Kernel Exec Time,21.3469,33554432,256
Total Exec Time,25.833,33554432,256
Memory Setup Time,4.44345,33554432,256
Kernel Exec Time,21.3427,33554432,256
Total Exec Time,25.8296,33554432,256
Memory Setup Time,4.42884,33554432,256
Kernel Exec Time,21.3503,33554432,256
Total Exec Time,26.856,33554432,256
Memory Setup Time,5.46832,33554432,256
Kernel Exec Time,21.3422,33554432,256
Total Exec Time,25.9221,33554432,256
Memory Setup Time,4.53053,33554432,256
Kernel Exec Time,21.344,33554432,256
Total Exec Time,25.9234,33554432,256
Memory Setup Time,4.52927,33554432,256
Kernel Exec Time,21.3462,33554432,256
Total Exec Time,25.9267,33554432,256
Memory Setup Time,4.53212,33554432,256
Kernel Exec Time,21.348,33554432,256
Total Exec Time,26.2164,33554432,256
Memory Setup Time,4.81967,33554432,256
Kernel Exec Time,21.3505,33554432,256
Total Exec Time,25.8022,33554432,256
Memory Setup Time,4.42018,33554432,256
Kernel Exec Time,21.3361,33554432,256
Total Exec Time,48.8666,67108864,256
Memory Setup Time,6.15763,67108864,256
Kernel Exec Time,42.6608,67108864,256
Total Exec Time,48.7999,67108864,256
Memory Setup Time,6.09132,67108864,256
Kernel Exec Time,42.6555,67108864,256
Total Exec Time,48.8803,67108864,256
Memory Setup Time,6.17445,67108864,256
Kernel Exec Time,42.6579,67108864,256
Total Exec Time,48.7251,67108864,256
Memory Setup Time,6.02003,67108864,256
Kernel Exec Time,42.6578,67108864,256
Total Exec Time,48.6188,67108864,256
Memory Setup Time,5.92278,67108864,256
Kernel Exec Time,42.6489,67108864,256
Total Exec Time,48.6971,67108864,256
Memory Setup Time,6.00372,67108864,256
Kernel Exec Time,42.6457,67108864,256
Total Exec Time,48.8003,67108864,256
Memory Setup Time,6.09509,67108864,256
Kernel Exec Time,42.6579,67108864,256
Total Exec Time,49.8802,67108864,256
Memory Setup Time,7.17376,67108864,256
Kernel Exec Time,42.6565,67108864,256
Total Exec Time,49.4102,67108864,256
Memory Setup Time,6.69479,67108864,256
Kernel Exec Time,42.6557,67108864,256
Total Exec Time,48.7669,67108864,256
Memory Setup Time,6.05893,67108864,256
Kernel Exec Time,42.6598,67108864,256
Total Exec Time,67.5569,67108864,256
Memory Setup Time,24.8308,67108864,256
Kernel Exec Time,42.6764,67108864,256
Total Exec Time,52.9179,67108864,256
Memory Setup Time,10.198,67108864,256
Kernel Exec Time,42.6701,67108864,256
Total Exec Time,48.8083,67108864,256
Memory Setup Time,6.08934,67108864,256
Kernel Exec Time,42.6692,67108864,256
Total Exec Time,48.6097,67108864,256
Memory Setup Time,5.89848,67108864,256
Kernel Exec Time,42.6598,67108864,256
Total Exec Time,48.9596,67108864,256
Memory Setup Time,6.24955,67108864,256
Kernel Exec Time,42.6636,67108864,256
Total Exec Time,48.8826,67108864,256
Memory Setup Time,6.17336,67108864,256
Kernel Exec Time,42.6579,67108864,256
Total Exec Time,48.877,67108864,256
Memory Setup Time,6.15155,67108864,256
Kernel Exec Time,42.6741,67108864,256
Total Exec Time,48.6799,67108864,256
Memory Setup Time,5.96768,67108864,256
Kernel Exec Time,42.6653,67108864,256
Total Exec Time,48.788,67108864,256
Memory Setup Time,6.07377,67108864,256
Kernel Exec Time,42.6653,67108864,256
Total Exec Time,48.7947,67108864,256
Memory Setup Time,6.07451,67108864,256
Kernel Exec Time,42.6684,67108864,256
Total Exec Time,48.8299,67108864,256
Memory Setup Time,6.10586,67108864,256
Kernel Exec Time,42.6756,67108864,256
Total Exec Time,48.8405,67108864,256
Memory Setup Time,6.14782,67108864,256
Kernel Exec Time,42.6435,67108864,256
Total Exec Time,48.6302,67108864,256
Memory Setup Time,5.93379,67108864,256
Kernel Exec Time,42.6516,67108864,256
Total Exec Time,48.6491,67108864,256
Memory Setup Time,5.91488,67108864,256
Kernel Exec Time,42.689,67108864,256
Total Exec Time,48.8737,67108864,256
Memory Setup Time,6.1561,67108864,256
Kernel Exec Time,42.6718,67108864,256
Total Exec Time,49.3799,67108864,256
Memory Setup Time,6.63975,67108864,256
Kernel Exec Time,42.6862,67108864,256
Total Exec Time,48.8591,67108864,256
Memory Setup Time,6.14187,67108864,256
Kernel Exec Time,42.67,67108864,256
Total Exec Time,48.839,67108864,256
Memory Setup Time,6.12706,67108864,256
Kernel Exec Time,42.6653,67108864,256
Total Exec Time,48.8193,67108864,256
Memory Setup Time,6.10823,67108864,256
Kernel Exec Time,42.6639,67108864,256
Total Exec Time,48.7981,67108864,256
Memory Setup Time,6.06937,67108864,256
Kernel Exec Time,42.6765,67108864,256
Total Exec Time,67.341,134217728,256
Memory Setup Time,8.2318,134217728,256
Kernel Exec Time,59.0639,134217728,256
Total Exec Time,67.7369,134217728,256
Memory Setup Time,8.19183,134217728,256
Kernel Exec Time,59.4991,134217728,256
Total Exec Time,67.6676,134217728,256
Memory Setup Time,8.12474,134217728,256
Kernel Exec Time,59.498,134217728,256
Total Exec Time,67.8476,134217728,256
Memory Setup Time,8.29961,134217728,256
Kernel Exec Time,59.4995,134217728,256
Total Exec Time,67.8152,134217728,256
Memory Setup Time,8.26764,134217728,256
Kernel Exec Time,59.4988,134217728,256
Total Exec Time,69.5289,134217728,256
Memory Setup Time,9.98872,134217728,256
