Event,ExecTime(ms),VectorSize,WorkGroupSize,Device
Total Exec Time,2.47516,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.37525,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.049151,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.09051,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,1.98886,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.049153,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,1.96722,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,1.86742,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048129,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.42207,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.32216,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048127,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.57849,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.47822,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048129,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.19336,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.09263,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048127,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.26321,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.16218,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048127,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.58559,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.48498,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.049151,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.70613,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.60701,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048129,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.20793,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.10825,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048129,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.12829,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.02808,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.049153,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.7737,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.6728,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048129,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.31366,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.21449,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048129,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.38644,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.28679,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.049153,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.42913,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.32832,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048129,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.95479,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.85523,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048128,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.30896,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.21202,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.050177,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.11713,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.01723,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048129,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.13703,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.02635,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.049153,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.30405,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.20247,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048128,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.91178,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.81167,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048127,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.19129,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.09606,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048127,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.23817,65536,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.14253,65536,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.048129,65536,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.54787,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.43926,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.057344,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.60462,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.49536,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.055296,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.54356,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.43609,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.055296,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.6997,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.59164,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.056319,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.75797,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.64115,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.065536,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.54951,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.43432,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.063488,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.70724,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.59218,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.062464,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.53004,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.41677,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.06144,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.12673,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.01994,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.05632,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.74421,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.63512,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.056321,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.73651,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.6261,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.058368,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.76959,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.66361,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.054272,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,5.46873,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,5.35728,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.055295,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.3372,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.23593,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.054273,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.75517,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.63594,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.05632,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.58006,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.47186,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.056319,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.13031,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.01665,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.062463,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.12997,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.02427,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.053248,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,5.70775,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,5.5999,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.056319,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.11258,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.00085,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.057344,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.75603,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.64784,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.055296,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.67975,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.57521,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.05632,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.76343,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.65231,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.062465,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.68354,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.55911,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.059392,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.62975,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.5238,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.054271,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.3971,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.28856,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.057344,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.42626,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.31829,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.05632,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.62715,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.51827,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.05632,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.6618,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.55293,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.055296,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.59363,131072,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.48538,131072,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.056321,131072,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.83098,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.68158,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.096256,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.91003,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.76126,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.094207,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.57643,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.42493,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.09728,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.68383,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.53058,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.101376,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.90313,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.74987,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.100351,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.73486,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.58597,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.09728,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.31529,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.16501,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.098305,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.82711,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.67557,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.09728,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.47287,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.32339,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.094209,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.8449,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.69611,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.09728,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.72785,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.58108,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.095232,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.64857,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.49362,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.1024,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.53104,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.38206,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.098305,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.58492,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.44156,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.095232,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.12791,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.97912,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.095232,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.55807,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.41208,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.093184,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.9023,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.75134,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.09728,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.99832,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.85384,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.096256,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.51883,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.36737,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.098304,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.61287,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.46168,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.09728,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.65101,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.49725,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.100353,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.71659,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.56333,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.100353,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.52151,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.36201,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.100353,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.84292,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.69116,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.098303,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.6356,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.48381,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.098303,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.74524,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.58929,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.101376,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.66605,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.51184,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.101375,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.76765,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.61716,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.096256,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.88492,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.73791,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.09216,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.77246,262144,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.62078,262144,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.09728,262144,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.66288,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.46293,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.14848,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.77439,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.57951,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.140288,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,6.45448,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,6.24523,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.150528,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,5.09609,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.90189,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.141313,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.83803,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.64212,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.142335,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,5.87601,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,5.68316,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.141312,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.99091,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.79913,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.141312,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.45692,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.2236,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.171007,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.64572,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.4511,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.143361,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.05261,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.84863,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.151553,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.98183,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.78787,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.141311,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.50537,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.31006,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.143359,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.09958,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.89698,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.150529,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.11864,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.92483,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.142335,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.17754,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.98511,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.140287,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.72054,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.5279,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.140288,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.91032,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.72437,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.138241,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.03034,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.83604,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.142337,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.00865,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.81558,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.142335,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.59275,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.40051,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.140289,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.90158,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.70677,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.141313,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.54417,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.34996,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.140287,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.99918,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.805,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.142335,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.2285,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.03525,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.142336,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.61512,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.4218,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.141313,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,5.09487,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.89894,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.144385,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,6.52599,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,6.32768,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.146433,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,5.83461,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,5.62631,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.14848,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,4.86575,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,4.67006,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.144383,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.90459,524288,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.71256,524288,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.140288,524288,256,NVIDIA A100 80GB PCIe
Total Exec Time,5.30427,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,5.01635,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.236544,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.04856,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.75919,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.238591,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.78761,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.50313,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.229375,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.32449,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,3.04358,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.230399,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.88472,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.59615,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.236545,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.10355,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.82061,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.229376,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.80109,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.51474,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.234497,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,3.08386,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.79853,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.237567,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.76886,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.48861,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.229377,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.57846,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.29299,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.237569,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.67313,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.37424,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.236543,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.97371,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.68447,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.237567,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.78384,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.49548,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.230401,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.5159,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.229,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.234495,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.59419,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.31166,1048576,256,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.235521,1048576,256,NVIDIA A100 80GB PCIe
Total Exec Time,2.74684,1048576,256,NVIDIA A100 80GB PCIe
Memory Setup Time,2.46376,1048576,256,NVIDIA A100 80GB PCIe
